SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,146 Riverside Dr,Dedham,MA,2026,555000,5,3,Dedham,1404,4000,1969,3,395,,Active,February-21-2021 01:00 PM,February-21-2021 02:30 PM,http://www.redfin.com/MA/Dedham/146-Riverside-Dr-02026/home/8844649,MLS PIN,72787457,N,Y,42.274786,-71.1766697
MLS Listing,,Condo/Co-op,890 Adams St #1,Boston,MA,2124,595000,3,2,Boston,1569,1569,1921,3,379,250,Active,,,http://www.redfin.com/MA/Boston/890-Adams-St-02124/unit-1/home/12431005,MLS PIN,72787215,N,Y,42.2808904,-71.0584721
MLS Listing,,Condo/Co-op,4044 Washington St #2,Boston,MA,2131,550000,2,2,Roslindale,1275,1275,2006,3,431,487,Active,February-21-2021 12:00 PM,February-21-2021 02:00 PM,http://www.redfin.com/MA/Boston/4044-Washington-St-02131/unit-2/home/21718789,MLS PIN,72787202,N,Y,42.2912997,-71.1223156
MLS Listing,,Condo/Co-op,43-45 Owencroft Rd #2,Boston,MA,2124,715000,4,2,Boston,2237,,1932,10,320,260,Active,February-21-2021 11:30 AM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Boston/43-Owencroft-Rd-02124/unit-2/home/145286007,MLS PIN,72784772,N,Y,42.2807616,-71.0693044
MLS Listing,,Condo/Co-op,10 Enterprise St #2,Boston,MA,2125,740000,2,2,Dorchester,1209,,2018,10,612,301,Active,February-21-2021 12:30 PM,February-21-2021 02:30 PM,http://www.redfin.com/MA/Boston/10-Enterprise-St-02125/unit-2/home/144322095,MLS PIN,72784687,N,Y,42.3231012,-71.0615233
MLS Listing,,Condo/Co-op,14 W Broadway #802,Boston,MA,2127,829900,1,1,South Boston,1055,,2017,17,787,784,Active,,,http://www.redfin.com/MA/Boston/14-W-Broadway-02127/unit-802/home/171788304,MLS PIN,72782327,N,Y,42.3430101,-71.0567235
MLS Listing,,Condo/Co-op,146 Marlborough St #1,Boston,MA,2116,468000,0,1,Back Bay,486,486,1880,18,963,190,Active,February-21-2021 12:00 PM,February-21-2021 01:30 PM,http://www.redfin.com/MA/Boston/146-Marlborough-St-02116/unit-1/home/9250275,MLS PIN,72781786,N,Y,42.3527521,-71.0781483
MLS Listing,,Condo/Co-op,1 FRANKLIN St Ph 3A,Boston,MA,2110,12000000,3,4.5,Midtown,4172,,2016,20,2876,6270,Active,,,http://www.redfin.com/MA/Boston/1-Franklin-St-02108/unit-3A/home/145254722,MLS PIN,72781115,N,Y,42.3557832,-71.059176
MLS Listing,,Condo/Co-op,2 Hawthorne Pl Unit 15R,Boston,MA,2114,609999,1,1,Boston,941,847,1967,47,648,888,Active,,,http://www.redfin.com/MA/Boston/2-Hawthorne-Pl-02114/unit-15R/home/9275127,MLS PIN,72771358,N,Y,42.3637057,-71.0662122
MLS Listing,,Condo/Co-op,12 Stoneholm St #518,Boston,MA,2115,455000,1,1,Boston,375,375,2006,72,1213,535,Active,February-21-2021 02:30 PM,February-21-2021 04:00 PM,http://www.redfin.com/MA/Boston/12-Stoneholm-St-02115/unit-518/home/12439926,MLS PIN,72766305,N,Y,42.3458257,-71.0886264
MLS Listing,,Condo/Co-op,60 Queensberry St Unit E,Boston,MA,2215,499999,1,1,Boston,494,494,1930,128,1012,286,Active,,,http://www.redfin.com/MA/Boston/60-Queensberry-St-02215/unit-E/home/9241650,MLS PIN,72744428,N,Y,42.3425009,-71.0978626
MLS Listing,,Condo/Co-op,84 Bunker Hill St #2,Boston,MA,2129,585000,2,1,Charlestown,595,,1885,137,983,200,Active,,,http://www.redfin.com/MA/Boston/84-Bunker-Hill-St-02129/unit-2/home/9310390,MLS PIN,72738687,N,Y,42.3771992,-71.0581178
Redfin Data,,Condo/Co-op,183-185A Massachusetts Ave #404,Boston,MA,2115,1175000,2,2,Boston,1187,,2002,4,990,527,Pre On-Market,,,http://www.redfin.com/MA/Boston/183-Massachusetts-Ave-02115/unit-404/home/172112195,Coming Soon,67077,N,Y,42.3458586,-71.0872359
Redfin Data,,Condo/Co-op,6 Broadlawn Dr,Chestnut Hill,MA,2467,810000,3,2.5,Chestnut Hill,1824,,1973,4,444,,Pre On-Market,,,http://www.redfin.com/MA/Chestnut-Hill/6-Broadlawn-Dr-02467/home/11487391,Coming Soon,67074,N,Y,42.3034495,-71.1654838
MLS Listing,,Condo/Co-op,11 Durham St #3,Boston,MA,2115,1550000,2,2,South End,1229,,1900,1,1261,325,Active,,,http://www.redfin.com/MA/Boston/11-Durham-St-02115/unit-3/home/9235044,MLS PIN,72788173,N,Y,42.3436996,-71.0811067
MLS Listing,,Condo/Co-op,15 Vinton St #1,Boston,MA,2127,699000,3,1.5,Boston,964,,1890,1,725,178,Active,,,http://www.redfin.com/MA/Boston/15-Vinton-St-02127/unit-1/home/11738151,MLS PIN,72788158,N,Y,42.3302499,-71.0536987
MLS Listing,,Condo/Co-op,45 W Third St #222,Boston,MA,2127,969000,2,1,South Boston,959,,2018,1,1010,509,Active,February-21-2021 12:00 PM,February-21-2021 01:30 PM,http://www.redfin.com/MA/South-Boston/45-W-3rd-St-02127/unit-222/home/109420834,MLS PIN,72788156,N,Y,42.3421319,-71.0542886
MLS Listing,,Condo/Co-op,77 Pond Ave #301,Brookline,MA,2445,799000,3,2,Brookline,1565,357192,1968,1,511,1344,Active,,,http://www.redfin.com/MA/Brookline/77-Pond-Ave-02445/unit-301/home/11487334,MLS PIN,72788114,N,Y,42.329967,-71.1150142
MLS Listing,,Condo/Co-op,33 Pond Ave #309,Brookline,MA,2445,540000,1,1,Brookline,830,357192,1968,1,651,799,Active,,,http://www.redfin.com/MA/Brookline/33-Pond-Ave-02445/unit-309/home/11486347,MLS PIN,72788111,N,Y,42.3313518,-71.1140979
MLS Listing,,Condo/Co-op,44 Washington St #1007,Brookline,MA,2445,449000,0,1,Brookline,500,357192,1968,1,898,553,Active,,,http://www.redfin.com/MA/Brookline/44-Washington-St-02445/unit-1007/home/11486025,MLS PIN,72788109,N,Y,42.3316128,-71.1147431
MLS Listing,,Multi-Family (2-4 Unit),786-788 E Sixth,Boston,MA,2127,1849000,8,3,South Boston's City Point,2979,3187,1900,2,621,,Active,,,http://www.redfin.com/MA/Boston/786-E-6th-St-02127/home/9189783,MLS PIN,72788027,N,Y,42.333462,-71.0288291
MLS Listing,,Multi-Family (2-4 Unit),10-12 High View Ave,Boston,MA,2132,1159900,6,2,West Roxbury,2837,8214,1920,2,409,,Active,February-21-2021 12:00 PM,February-21-2021 02:00 PM,http://www.redfin.com/MA/Boston/10-High-View-Ave-02132/home/9218786,MLS PIN,72787985,N,Y,42.2668976,-71.1519097
MLS Listing,,Condo/Co-op,18-22 Wayland Unit C,Boston,MA,2125,599000,3,2,Boston,1500,1306,2020,2,399,,Active,February-21-2021 01:00 PM,February-21-2021 02:30 PM,http://www.redfin.com/MA/Boston/18-Wayland-St-02125/unit-C/home/174468218,MLS PIN,72787982,N,Y,42.3134708,-71.0729397
MLS Listing,,Condo/Co-op,548 Tremont St #4,Boston,MA,2116,699000,2,1,South End,752,752,1900,2,930,296,Active,,,http://www.redfin.com/MA/Boston/548-Tremont-St-02116/unit-4/home/9313320,MLS PIN,72787968,N,Y,42.3438971,-71.0711661
MLS Listing,,Condo/Co-op,21 Wensley St #2,Boston,MA,2120,770000,3,2,Jamaica Plain,1277,,2020,2,603,275,Active,,,http://www.redfin.com/MA/Boston/21-Wensley-St-02120/unit-2/home/174467782,MLS PIN,72787939,N,Y,42.3270709,-71.101052
MLS Listing,,Townhouse,808 Washington #808,Brookline,MA,2445,1808000,4,4.5,Brookline,2179,10018,1806,2,830,400,Active,,,http://www.redfin.com/MA/Brookline/808-Washington-St-02446/unit-808/home/172646436,MLS PIN,72787906,N,Y,42.3415006,-71.1394034
MLS Listing,,Condo/Co-op,19 Royal #5,Boston,MA,2134,449000,1,1,Boston,537,,1920,2,836,,Active,February-21-2021 01:00 PM,February-21-2021 02:00 PM,http://www.redfin.com/MA/Boston/19-Royal-St-02134/unit-5/home/11833048,MLS PIN,72787884,N,Y,42.3575866,-71.129844
MLS Listing,,Condo/Co-op,50 Symphony Rd Ph 504,Boston,MA,2115,1499000,2,2,The Fenway,1076,,2021,2,1393,646,Active,February-21-2021 12:30 PM,February-21-2021 01:30 PM,http://www.redfin.com/MA/Boston/44-50-Symphony-Rd-02115/unit-504/home/146083757,MLS PIN,72787867,N,Y,42.3428726,-71.0889114
MLS Listing,,Condo/Co-op,1672-R Washington St Ph 1,Boston,MA,2118,1825000,2,2.5,South End,1579,1579,2013,2,1156,1011,Active,February-21-2021 12:30 PM,February-21-2021 01:30 PM,http://www.redfin.com/MA/Boston/1672-Washington-St-02118/unit-1/home/174467021,MLS PIN,72787862,N,Y,42.3374094,-71.075375
MLS Listing,,Condo/Co-op,42 8th St #5104,Boston,MA,2129,535000,1,1,Charlestown's Navy Yard,668,,1899,2,801,625,Active,February-21-2021 12:00 PM,February-21-2021 01:30 PM,http://www.redfin.com/MA/Boston/42-8th-St-02129/unit-5104/home/9327727,MLS PIN,72787846,N,Y,42.3749988,-71.0520878
MLS Listing,,Townhouse,48 Robey St Unit none,Boston,MA,2119,699000,3,2.5,Boston,1592,,2020,2,439,,Active,February-21-2021 11:30 AM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Boston/48-Robey-St-02119/unit-none/home/174465660,MLS PIN,72787778,N,Y,42.3219982,-71.0682807
MLS Listing,,Condo/Co-op,380 Harrison Ave #1017,Boston,MA,2118,1995500,2,2,South End,1299,,2021,2,1536,1811,Active,,,http://www.redfin.com/MA/Boston/380-Harrison-Ave-02118/unit-1017/home/174465598,MLS PIN,72787770,N,Y,42.3435586,-71.0636587
MLS Listing,,Condo/Co-op,380 Harrison Ave #1108,Boston,MA,2118,2598500,3,2.5,South End,1663,,2021,2,1563,2261,Active,,,http://www.redfin.com/MA/Boston/380-Harrison-Ave-02118/unit-1108/home/174465569,MLS PIN,72787761,N,Y,42.3435586,-71.0636587
MLS Listing,,Multi-Family (2-4 Unit),1179 SARATOGA St,Boston,MA,2128,949000,5,2,East Boston's Orient Heights,2868,4500,1915,2,331,,Active,February-21-2021 12:00 PM,February-21-2021 02:00 PM,http://www.redfin.com/MA/Boston/1179-Saratoga-St-02128/home/9110312,MLS PIN,72787757,N,Y,42.3836777,-70.9989575
MLS Listing,,Multi-Family (2-4 Unit),111 G St,Boston,MA,2127,1465000,6,2,South Boston,3156,3164,1895,2,464,,Active,,,http://www.redfin.com/MA/Boston/111-G-St-02127/home/9194985,MLS PIN,72787733,N,Y,42.3320005,-71.0443678
MLS Listing,,Condo/Co-op,1 Nassau St #1607,Boston,MA,2111,939000,2,2,Midtown,1099,1099,2004,2,854,988,Active,,,http://www.redfin.com/MA/Boston/1-Nassau-St-02111/unit-1607/home/9326198,MLS PIN,72787728,N,Y,42.348524,-71.0629362
MLS Listing,,Condo/Co-op,359 Park St #4,Boston,MA,2124,410000,2,1,Dorchester's Fields Corner,775,3372,1899,3,529,135,Active,,,http://www.redfin.com/MA/Boston/359-Park-St-02124/unit-4/home/174465138,MLS PIN,72787724,N,Y,42.2964364,-71.0690674
MLS Listing,,Condo/Co-op,37 Worcester St #4,Boston,MA,2118,849000,2,1,South End,665,665,1899,3,1277,220,Active,February-21-2021 11:30 AM,February-21-2021 01:30 PM,http://www.redfin.com/MA/Boston/37-Worcester-St-02118/unit-4/home/21718610,MLS PIN,72787714,N,Y,42.3386227,-71.0766602
MLS Listing,,Condo/Co-op,119-141 Hyde Park Ave Unit 141B,Boston,MA,2130,649000,2,1,Jamaica Plain,1010,,2021,3,643,352,Active,,,http://www.redfin.com/MA/Boston/119-Hyde-Park-Ave-02130/unit-141B/home/174464719,MLS PIN,72787685,N,Y,42.2995429,-71.1140169
MLS Listing,,Townhouse,21A Business Ter Unit 21A,Boston,MA,2136,400000,3,2.5,Boston,1435,,2004,3,279,380,Active,February-21-2021 12:00 PM,February-21-2021 02:00 PM,http://www.redfin.com/MA/Boston/21-Business-Ter-02136/unit-21A/home/174464671,MLS PIN,72787675,N,Y,42.2531376,-71.1271642
MLS Listing,,Condo/Co-op,854 E Broadway #3,Boston,MA,2127,1249999,3,2,South Boston,1524,3484,1899,3,820,248,Active,,,http://www.redfin.com/MA/Boston/854-E-Broadway-02127/unit-3/home/171844790,MLS PIN,72787661,N,Y,42.3359128,-71.0302298
MLS Listing,,Condo/Co-op,854 E Broadway #2,Boston,MA,2127,1114999,3,2,South Boston,1308,3484,1899,3,852,200,Active,,,http://www.redfin.com/MA/Boston/854-E-Broadway-02127/unit-2/home/171703041,MLS PIN,72787660,N,Y,42.3359128,-71.0302298
MLS Listing,,Condo/Co-op,375 Hyde Park Ave #1,Boston,MA,2131,579900,2,1.5,Boston,1010,,1880,3,574,193,Active,,,http://www.redfin.com/MA/Roslindale/375-Hyde-Park-Ave-02131/unit-1/home/173565542,MLS PIN,72787654,N,Y,42.2877786,-71.1187872
MLS Listing,,Multi-Family (5+ Unit),556-560 Warren St,Boston,MA,2121,1799000,16,8,Roxbury,8584,4351,1920,3,210,,Active,,,http://www.redfin.com/MA/Boston/556-Warren-St-02121/home/9223920,MLS PIN,72787640,N,Y,42.3127538,-71.0831013
MLS Listing,,Single Family Residential,3 Delore Cir,Boston,MA,2131,599900,3,1.5,Boston,1378,3599,1963,3,435,,Active,,,http://www.redfin.com/MA/Roslindale/3-Delore-Cir-02131/home/9183079,MLS PIN,72787608,N,Y,42.2802634,-71.1223035
MLS Listing,,Condo/Co-op,452 Park Dr Unit 9 &12A,Boston,MA,2215,1300000,3,3,Boston,2076,,1920,3,626,1030,Active,February-21-2021 11:00 AM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Boston/452-Park-Dr-02215/unit-9-12A/home/174463794,MLS PIN,72787593,N,Y,42.345468,-71.1048839
MLS Listing,,Condo/Co-op,637 E 1st #105,Boston,MA,2127,919000,2,2,South Boston,1239,,2014,3,742,343,Active,February-21-2021 11:30 AM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Boston/637-E-1st-St-02127/unit-105/home/44627264,MLS PIN,72787591,N,Y,42.3379181,-71.0340093
MLS Listing,,Multi-Family (2-4 Unit),59 Joyce Kilmer Rd,Boston,MA,2132,789000,5,3,West Roxbury's Bellevue Hill,2566,7210,1900,3,307,,Active,February-21-2021 12:00 PM,February-21-2021 03:00 PM,http://www.redfin.com/MA/West-Roxbury/59-Joyce-Kilmer-Rd-02132/home/9218579,MLS PIN,72787580,N,Y,42.2707597,-71.1654373
MLS Listing,,Condo/Co-op,36 Joy Ct Unit 4R,Boston,MA,2114,675000,1,1,Beacon Hill,615,,1850,3,1098,268,Active,February-21-2021 12:00 PM,February-21-2021 01:30 PM,http://www.redfin.com/MA/Boston/36-Joy-St-02114/unit-4R/home/40028505,MLS PIN,72787557,N,Y,42.3597013,-71.0652001
MLS Listing,,Single Family Residential,1064 Truman Pkwy,Boston,MA,2136,520000,3,2,Hyde Park,1500,6153,1949,3,347,,Active,,,http://www.redfin.com/MA/Hyde-Park/1064-Truman-Hwy-02136/home/11506565,MLS PIN,72787554,N,Y,42.2408018,-71.1257502
MLS Listing,,Condo/Co-op,304 Meridian St #9,Boston,MA,2128,539000,2,2,East Boston,1253,,1988,3,430,513,Active,,,http://www.redfin.com/MA/Boston/304-Meridian-St-02128/unit-9/home/9107335,MLS PIN,72787530,N,Y,42.3772691,-71.0394034
MLS Listing,,Condo/Co-op,143 Trenton #3,Boston,MA,2128,649000,3,2,East Boston's Eagle Hill,970,,1900,3,669,250,Active,,,http://www.redfin.com/MA/Boston/143-Trenton-St-02128/unit-3/home/174463010,MLS PIN,72787510,N,Y,42.3796352,-71.0338282
MLS Listing,,Condo/Co-op,519 Columbus Ave #5,Boston,MA,2118,899000,2,1,South End,716,,1900,3,1256,225,Active,,,http://www.redfin.com/MA/Boston/519-Columbus-Ave-02118/unit-5/home/9283317,MLS PIN,72787479,N,Y,42.3421738,-71.0801808
MLS Listing,,Single Family Residential,11 Morey Rd,Boston,MA,2132,839000,3,2.5,West Roxbury,2190,6666,1930,3,383,,Active,February-21-2021 11:00 AM,February-21-2021 01:00 PM,http://www.redfin.com/MA/West-Roxbury/11-Morey-Rd-02132/home/9167855,MLS PIN,72787433,N,Y,42.2940745,-71.1402794
MLS Listing,,Condo/Co-op,566 Commonwealth #307,Boston,MA,2215,485000,1,1,Kenmore Square,845,,1968,3,574,797,Active,February-21-2021 12:00 PM,February-21-2021 01:30 PM,http://www.redfin.com/MA/Boston/566-Commonwealth-Ave-02215/unit-307/home/137905655,MLS PIN,72787408,N,Y,42.3487227,-71.0988578
MLS Listing,,Multi-Family (2-4 Unit),31 Crawford St,Boston,MA,2121,989900,9,3,Boston,5784,6962,1890,3,171,,Active,February-21-2021 12:00 PM,February-21-2021 02:00 PM,http://www.redfin.com/MA/Boston/31-Crawford-St-02121/home/9089025,MLS PIN,72787399,N,Y,42.311556,-71.085081
MLS Listing,,Condo/Co-op,183-185 Massachusetts Ave #601,Boston,MA,2115,1189000,2,2,Back Bay,1073,,2002,3,1108,657,Active,February-21-2021 12:00 PM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Boston/183-Massachusetts-Ave-02115/unit-601/home/174462318,MLS PIN,72787392,N,Y,42.3458586,-71.0872359
MLS Listing,,Condo/Co-op,45 Temple St #101,Boston,MA,2114,5450000,3,3.5,Beacon Hill,2874,,2019,3,1896,3679,Active,,,http://www.redfin.com/MA/Boston/45-Temple-St-02114/unit-101/home/174462306,MLS PIN,72787389,N,Y,42.3600745,-71.0637956
MLS Listing,,Condo/Co-op,45 Temple St #309,Boston,MA,2114,6499000,3,3.5,Beacon Hill,2896,,2019,3,2244,4496,Active,,,http://www.redfin.com/MA/Boston/45-Temple-St-02114/unit-309/home/169199574,MLS PIN,72787375,N,Y,42.3600296,-71.0636082
MLS Listing,,Condo/Co-op,45 Temple St #209,Boston,MA,2114,3750000,3,3.5,Beacon Hill,2311,,2019,3,1623,2862,Active,,,http://www.redfin.com/MA/Boston/45-Temple-St-02114/unit-209/home/170245963,MLS PIN,72787360,N,Y,42.3600296,-71.0636082
MLS Listing,,Condo/Co-op,11 Burrill Pl #3,Boston,MA,2127,480000,1,1,South Boston,510,,1890,3,941,240,Active,February-21-2021 12:00 PM,February-21-2021 01:30 PM,http://www.redfin.com/MA/Boston/11-Burrill-Pl-02127/unit-3/home/9328045,MLS PIN,72787343,N,Y,42.3326069,-71.0404449
MLS Listing,,Condo/Co-op,45 Temple St #505,Boston,MA,2114,2199000,1,2,Beacon Hill,1421,,2019,3,1548,1304,Active,,,http://www.redfin.com/MA/Boston/45-Temple-St-02114/unit-505/home/174462123,MLS PIN,72787322,N,Y,42.3600745,-71.0637956
MLS Listing,,Condo/Co-op,258 Bremen St #1,Boston,MA,2128,499999,2,1,East Boston,733,,2011,3,682,245,Active,February-21-2021 11:30 AM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Boston/258-Bremen-St-02128/unit-1/home/174462098,MLS PIN,72787314,N,Y,42.3749412,-71.0320002
MLS Listing,,Condo/Co-op,260 Bremen St #2,Boston,MA,2128,569999,2,1,East Boston,733,,2011,3,778,280,Active,February-21-2021 11:30 AM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Boston/260-Bremen-St-02128/unit-2/home/174462097,MLS PIN,72787312,N,Y,42.3750364,-71.0319942
MLS Listing,,Condo/Co-op,256 Bremen St #3,Boston,MA,2128,609999,2,1,East Boston,792,,2011,3,770,290,Active,February-21-2021 11:30 AM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Boston/256-Bremen-St-02128/unit-3/home/174462096,MLS PIN,72787311,N,Y,42.3748981,-71.0320553
MLS Listing,,Condo/Co-op,45 Temple St #308,Boston,MA,2114,2500000,2,2.5,Beacon Hill,1692,,2019,3,1478,2105,Active,,,http://www.redfin.com/MA/Boston/45-Temple-St-02114/unit-308/home/174462076,MLS PIN,72787309,N,Y,42.3600745,-71.0637956
MLS Listing,,Condo/Co-op,11.5 Claremont Park #1,Boston,MA,2118,2595000,3,3,South End,1847,1847,1899,3,1405,568,Active,February-21-2021 12:00 PM,February-21-2021 01:30 PM,http://www.redfin.com/MA/Boston/1-Claremont-Park-02118/unit-1/home/44626973,MLS PIN,72787303,N,Y,42.3419182,-71.080802
MLS Listing,,Multi-Family (5+ Unit),116 Wales St,Boston,MA,2124,1829000,15,1,Boston,5760,5610,1965,3,318,,Active,,,http://www.redfin.com/MA/Boston/116-Wales-St-02124/home/9091127,MLS PIN,72787271,N,Y,42.2937963,-71.0829952
MLS Listing,,Condo/Co-op,4 Battery Wharf #4601,Boston,MA,2109,1375000,1,2,Waterfront,1100,,2008,3,1250,1547,Active,February-21-2021 01:30 PM,February-21-2021 03:00 PM,http://www.redfin.com/MA/Boston/4-Battery-Wharf-02109/unit-4601/home/17486384,MLS PIN,72787270,N,Y,42.3670325,-71.0501714
MLS Listing,,Condo/Co-op,133 Warren Ave #3,Boston,MA,2116,1579000,2,2,South End,1490,1490,1870,3,1060,369,Active,,,http://www.redfin.com/MA/Boston/133-Warren-Ave-02116/unit-3/home/9253262,MLS PIN,72787262,N,Y,42.3444172,-71.0748446
MLS Listing,,Condo/Co-op,38 Dwight St #4,Boston,MA,2118,669000,1,1,South End,641,641,1961,3,1044,181,Active,February-21-2021 01:30 PM,February-21-2021 03:00 PM,http://www.redfin.com/MA/Boston/38-Dwight-St-02118/unit-4/home/9280648,MLS PIN,72787261,N,Y,42.3442985,-71.0692392
MLS Listing,,Condo/Co-op,65 Mount Vernon St #1,Boston,MA,2108,499999,0,1,Beacon Hill,343,,1907,3,1458,162,Active,,,http://www.redfin.com/MA/Boston/65-Mt-Vernon-St-02108/unit-1/home/11838561,MLS PIN,72787260,N,Y,42.3584064,-71.0666225
MLS Listing,,Condo/Co-op,11 Bell Ct #1,Boston,MA,2127,375000,1,1,South Boston,385,385,1890,3,974,100,Active,,,http://www.redfin.com/MA/Boston/11-Bell-Ct-02127/unit-1/home/9327715,MLS PIN,72787247,N,Y,42.335659,-71.0552366
MLS Listing,,Single Family Residential,11 Bushnell St,Boston,MA,2124,799000,5,1.5,Ashmont | Carruth,2136,5453,1885,3,374,,Active,,,http://www.redfin.com/MA/Boston/11-Bushnell-St-02124/home/9088689,MLS PIN,72787249,N,Y,42.2854611,-71.0637748
MLS Listing,,Condo/Co-op,151 Tremont St Unit UL347,Boston,MA,2111,79000,0,,Midtown,99999,,1969,3,1,146,Active,,,http://www.redfin.com/MA/Boston/151-Tremont-St-02111/unit-UL347/home/174461571,MLS PIN,72787243,N,Y,42.3544996,-71.0633802
MLS Listing,,Townhouse,9 Warren Sq #1,Boston,MA,2130,1200000,4,3,Jamaica Plain,2174,,1880,3,552,167,Active,,,http://www.redfin.com/MA/Boston/9-Warren-Sq-02130/unit-1/home/40133765,MLS PIN,72787241,N,Y,42.3133519,-71.1120196
MLS Listing,,Condo/Co-op,121 Tremont St Unit D1,Boston,MA,2135,409900,1,1,Brighton,767,767,1964,3,534,430,Active,February-21-2021 12:00 PM,February-21-2021 01:30 PM,http://www.redfin.com/MA/Boston/121-Tremont-St-02135/unit-D1/home/9041029,MLS PIN,72787237,N,Y,42.3518915,-71.1734404
MLS Listing,,Condo/Co-op,43 Salcombe St #3,Boston,MA,2125,749000,2,2.5,Dorchester,1532,1058,1910,3,489,352,Active,February-21-2021 12:00 PM,February-21-2021 01:30 PM,http://www.redfin.com/MA/Boston/43-Salcombe-St-02125/unit-3/home/58190636,MLS PIN,72787235,N,Y,42.3138687,-71.0621767
MLS Listing,,Condo/Co-op,90 Wareham St #301,Boston,MA,2118,749000,1,1.5,South End,960,960,1900,3,780,616,Active,February-21-2021 12:00 PM,February-21-2021 01:30 PM,http://www.redfin.com/MA/Boston/90-Wareham-St-02118/unit-301/home/39912842,MLS PIN,72787223,N,Y,42.3389559,-71.06636
MLS Listing,,Single Family Residential,116 Eutaw St,Boston,MA,2128,1150000,6,3,Eagle Hill,1882,2800,1900,4,611,,Active,,,http://www.redfin.com/MA/Boston/116-Eutaw-St-02128/home/9121168,MLS PIN,72787175,N,Y,42.3802757,-71.0352546
MLS Listing,,Multi-Family (2-4 Unit),72 Eutaw St,Boston,MA,2128,999900,9,4,East Boston,3630,2500,1900,4,275,,Active,,,http://www.redfin.com/MA/Boston/72-Eutaw-St-02128/home/11835463,MLS PIN,72787170,N,Y,42.3796905,-71.0367533
MLS Listing,,Single Family Residential,20 Willowwood St,Boston,MA,2124,625000,4,2,Dorchester Center,2000,8469,1989,4,313,,Active,February-21-2021 11:30 AM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Boston/20-Willowwood-St-02124/home/9101082,MLS PIN,72787139,N,Y,42.2858898,-71.0861056
MLS Listing,,Single Family Residential,21 Montrose St,Boston,MA,2119,630000,5,1.5,Boston,3410,3000,1900,4,185,,Active,,,http://www.redfin.com/MA/Boston/21-Montrose-St-02119/home/9291217,MLS PIN,72787135,N,Y,42.3236066,-71.0806739
MLS Listing,,Single Family Residential,302 Allandale Rd,Brookline,MA,2467,1795000,4,2.5,Chestnut Hill,2740,8009,2012,4,655,,Active,February-21-2021 12:00 PM,February-21-2021 02:00 PM,http://www.redfin.com/MA/Chestnut-Hill/302-Allandale-Rd-02467/home/40321807,MLS PIN,72787131,N,Y,42.3027087,-71.1418276
MLS Listing,,Condo/Co-op,1 Avery St Unit 11C,Boston,MA,2111,990000,1,1.5,Boston,754,754,2000,4,1313,1041,Active,,,http://www.redfin.com/MA/Boston/1-Avery-St-02111/unit-11C/home/9312386,MLS PIN,72787100,N,Y,42.3533168,-71.0628507
MLS Listing,,Condo/Co-op,67 Sullivan St #1,Boston,MA,2129,699000,2,1,Charlestown,1028,,1890,4,680,200,Active,,,http://www.redfin.com/MA/Boston/67-Sullivan-St-02129/unit-000001/home/9060273,MLS PIN,72787097,N,Y,42.3791583,-71.0649598
MLS Listing,,Single Family Residential,4 Goodwin Ct,Boston,MA,2127,999000,3,2.5,South Boston,1788,996,1890,4,559,,Active,,,http://www.redfin.com/MA/Boston/4-Goodwin-Ct-02127/home/9196407,MLS PIN,72787098,N,Y,42.329588,-71.05385
MLS Listing,,Single Family Residential,12 Virgil Rd,Boston,MA,2132,829000,4,2.5,West Roxbury,2150,4000,1912,4,386,,Active,February-21-2021 12:00 PM,February-21-2021 02:00 PM,http://www.redfin.com/MA/West-Roxbury/12-Virgil-Rd-02132/home/9211231,MLS PIN,72787083,N,Y,42.2833724,-71.1621883
MLS Listing,,Townhouse,207 Bunker Hill St #2,Boston,MA,2129,885000,2,1.5,Charlestown,1380,,1880,4,641,255,Active,,,http://www.redfin.com/MA/Boston/207-Bunker-Hill-St-02129/unit-2/home/40352737,MLS PIN,72787077,N,Y,42.3790551,-71.0623388
MLS Listing,,Condo/Co-op,21 Wormwood St #422,Boston,MA,2210,839900,1,1,Boston,1005,,1900,4,836,280,Active,,,http://www.redfin.com/MA/Boston/21-Wormwood-St-02210/unit-422/home/9304139,MLS PIN,72787075,N,Y,42.3469839,-71.0502336
